id,intakedate,intakereason,istransfer,sheltercode,identichipnumber,animalname,breedname,basecolour,speciesname,animalage,sexname,location,movementdate,movementtype,istrial,returnedreason,deceasedreason,diedoffshelter,puttosleep,isdoa
6897,2019-07-12,Incompatible with owner lifestyle,0,D19071067,0A57405106,Jelly Bean,Shar Pei/Bully Breed Mix,Chocolate,Dog,0.0,Female,Canine intake room,2019-07-13,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6898,2019-07-12,Stray,0,D19071069,981020031299397,Argon,Mix,Black,Dog,6.7,Male,Adoptable Dogs,2019-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6899,2019-07-14,Stray,0,C19071069,981020031388116,Nugget,Domestic Medium Hair,Black,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-07-19,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6900,2019-07-14,Stray,0,D19071071,0A25108135,Skye,Cattle Dog/Labrador Retriever,Black and White,Dog,27.0,Female,Canine intake room,2019-07-14,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
6901,2019-07-14,Stray,0,C19071073,0A16716911,Reya,Domestic Short Hair,"Black, Brown and White",Cat,0.0,Female,Cat room A,2019-07-26,Foster,0.0,Stray,Died in care,0,0,0
6902,2019-07-14,Stray,0,D19071070,981020031252705,Sheeba,Bully Breed Mix,Black,Dog,2.1,Female,Adoptable Dogs,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6903,2019-07-14,Stray,0,D19071072,981020031363927,Stellan,Bully Breed Mix,Black,Dog,1.1,Male,Adoptable Dogs,2019-08-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6904,2019-07-14,Stray,0,D19071073,981020031371282,Stout,Bully Breed Mix,Brown and Black,Dog,1.1,Male,Dog room D,2019-08-17,Adoption,0.0,Return Adopt - Other,Court Order/ Legal,0,0,0
6905,2019-07-15,Stray,0,D19071075,981020031379016,Bella,Boston Terrier,Black and White,Dog,1.4,Female,Dog room A,2019-07-15,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
6906,2019-07-15,Allergies,0,C19071071,0A96296911,Ruby,Domestic Short Hair,Grey and black,Cat,5.0,Female,Feline intake room,2019-07-16,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
6907,2019-07-15,Stray,0,C19071076,981020031389267,Tundra,Domestic Short Hair,Tabbico,Cat,0.0,Female,Adoptable Cat Glass Colony,2019-07-20,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6908,2019-07-15,Stray,0,C19071077,981020031296805,Sam,Domestic Short Hair,Orange,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-07-20,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6909,2019-07-15,Litter relinquishment,0,C19071075,981020031368639,Jasmine,Domestic Short Hair,Black and Brown,Cat,0.0,Female,Adoptable window colony,2019-07-21,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6910,2019-07-15,Litter relinquishment,0,C19071078,981020031249545,Ariel,Domestic Short Hair,Black and Brown,Cat,0.0,Female,Adoptable Cat Kennels,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6911,2019-07-16,Stray,0,C19071079,981020031385612,Clifton,Domestic Short Hair,Orange,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-07-19,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6912,2019-07-16,Litter relinquishment,0,C19071080,981020033132176,Deets,Domestic Short Hair,Black,Cat,0.0,Male,Adoptable Cat Small Colony,2019-07-20,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6913,2019-07-16,Litter relinquishment,0,C19071081,981020031832329,Newt,Domestic Short Hair,"Black, Brown and White",Cat,0.0,Male,Adoptable Cat Small Colony,2019-07-20,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6914,2019-07-16,Litter relinquishment,0,C19071082,981020033139434,Jasper,Domestic Short Hair,Grey and White,Cat,0.0,Male,Adoptable Cat Kennels,2019-07-20,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6915,2019-07-16,Stray,0,C19071083,981020031361677,Cassandra,Domestic Short Hair,Black and grey,Cat,2.1,Female,Cat Iso,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6916,2019-07-16,Stray,0,C19071084,981020031370999,Red,Domestic Short Hair,Orange,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-07-19,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6917,2019-07-16,Landlord issues,0,C19071085,981020031344452,Casper Lynn,Domestic Short Hair,Black and grey,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-08-13,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6918,2019-07-16,Moving,0,C19071088,981020031352157,Moonshine,Domestic Short Hair,Black,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-08-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6919,2019-07-16,Incompatible with other pets,0,H19071089,0A15846352,Panda,Dwarf,White and Black,House Rabbit,2.0,Male,Small Animal room,2019-07-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6920,2019-07-17,Landlord issues,0,D19071090,981020031383179,Tyson,Shep Mix,Brown and Black,Dog,0.6,Male,Adoptable Dogs,2019-08-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6921,2019-07-17,Marriage/Relationship split,0,C1907004,981020017880457,Moh,Domestic Short Hair,"Brown, Black and White",Cat,2.0,Male,Adoptable Cat Big Colony,2019-07-29,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6922,2019-07-17,Marriage/Relationship split,0,C19071091,981020019055274,Sala,Domestic Short Hair,Calico,Cat,2.0,Female,Adoptable Cat Big Colony,2019-07-29,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6923,2019-07-17,Moving,0,C19071092,981020031242590,Olive,Domestic Short Hair,Black,Cat,0.0,Female,Adoptable Cat Glass Colony,2019-07-26,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6924,2019-07-17,Moving,0,C19071093,981020031374477,Pepe`,Domestic Short Hair,Black and White,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-07-24,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6925,2019-07-17,Abandoned,0,D19071087,981020031357658,Cora,Heeler/Mix,Black merle,Dog,0.0,Female,Adoptable Dogs,2019-07-23,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6926,2019-07-18,Sick/Injured,0,C19071090,0A15928708,Blossom,Domestic Short Hair,Grey,Cat,1.0,Female,Feline intake room,2019-07-19,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
6927,2019-07-18,Litter relinquishment,0,C19071095,0A16989327,Eliana,Domestic Short Hair,Black and White,Cat,1.6,Female,Cat room C,2019-07-19,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6928,2019-07-18,Litter relinquishment,0,C19071096,0A17734515,Pepper,Domestic Short Hair,Black,Cat,0.0,Female,Cat room C,2019-07-19,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6929,2019-07-18,Litter relinquishment,0,C19071097,0A11831737,Cinnamon,Domestic Short Hair,"Black, Brown and White",Cat,0.0,Female,Cat room C,2019-07-19,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6930,2019-07-18,Litter relinquishment,0,C19071098,0A71677443,Sage,Domestic Short Hair,Grey and White,Cat,0.0,Female,Cat room C,2019-07-19,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6931,2019-07-18,Litter relinquishment,0,C19071099,0A15829561,Basil,Domestic Short Hair,Grey and White,Cat,0.0,Male,Cat room C,2019-07-19,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6932,2019-07-18,Incompatible with owner lifestyle,0,H19071100,0A86679193,Energizer,American,Black,House Rabbit,1.0,Female,Small Animal room,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6933,2019-07-18,Incompatible with owner lifestyle,0,H19071101,0A91309196,Cecily,Lionhead,Black and White,House Rabbit,1.0,Female,Small Animal room,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6934,2019-07-18,Incompatible with owner lifestyle,0,H19071103,0A27733054,Trix,American,Red,House Rabbit,1.0,Female,Small Animal room,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6935,2019-07-18,Stray,0,D19071091,0A83538446,Hogan,Labrador Retriever/Mix,Brown and White,Dog,13.0,Male,Dog room C,2019-07-19,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
6936,2019-07-18,Stray,0,C19071101,981020033132151,Alphabet,Domestic Short Hair,Brown and Black,Cat,0.0,Male,Adoptable window colony,2019-07-22,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6937,2019-07-19,Stray,0,D19071102,0A50069775,CV,Bully Breed Mix,Black and White,Dog,1.0,Male,Canine intake room,2019-07-19,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
6938,2019-07-10,Stray,0,C19071104,0A24439667,Daisy Lynn,Domestic Short Hair,Grey,Cat,0.0,Female,Cat room C,2019-07-29,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6939,2019-07-10,Stray,0,C19071105,0A90642841,Billy,Domestic Short Hair,Orange,Cat,0.0,Male,Cat room C,2019-07-29,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6940,2019-07-19,Stray,0,C19071102,981020021005402,Dave,Siamese,Chocolate Point,Cat,1.4,Male,Adoptable Cat Big Colony,2019-07-27,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6941,2019-07-18,Stray,0,C19071106,981020033122319,Alcatote,Domestic Short Hair,Brown and Black,Cat,0.0,Male,Cat Iso,2019-07-22,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6942,2019-07-18,Stray,0,C19071107,981020031836072,Agate,Domestic Short Hair,Grey,Cat,0.0,Male,Cat Iso,2019-07-22,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6943,2019-07-19,Stray,0,C19071108,981020031359252,leo,Domestic Short Hair,Black and grey,Cat,0.0,Male,Veterinary office,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6944,2019-07-19,Litter relinquishment,0,C19071111,981020031350760,Cupcake,Domestic Short Hair,Black,Cat,0.0,Male,Adoptable Cat Small Colony,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6945,2019-07-19,Litter relinquishment,0,C19071112,981020031372321,Sundae,Domestic Short Hair,Black,Cat,0.0,Male,Adoptable Cat Small Colony,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6946,2019-07-19,Incompatible with owner lifestyle,0,C19071114,981020031387203,Betsy,Domestic Short Hair,Lilac Point,Cat,1.1,Female,Adoptable Cat Big Colony,2019-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6947,2019-07-19,Incompatible with owner lifestyle,0,C19071115,981020031339388,Bobby,Domestic Short Hair,Orange,Cat,0.0,Male,Adoptable Cat Big Colony,2019-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6948,2019-07-19,Incompatible with owner lifestyle,0,C19071116,981020031390908,Beanie,Domestic Short Hair,Torbie,Cat,0.0,Female,Adoptable Cat Glass Colony,2019-07-26,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6949,2019-07-19,Stray,0,C19071117,0A39120126,Flash,Domestic Short Hair,Black and White,Cat,0.0,Male,Cat room B,2019-07-26,Foster,0.0,Stray,"UU - untreatable, unmanageable",0,1,0
6950,2019-07-19,Moving,0,D19071117,981020031382015,Nila,Bully Breed Mix,Brindle,Dog,2.0,Female,Adoptable Dogs,2019-08-07,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6951,2019-07-19,Litter relinquishment,0,D19071118,981020031380482,Tammy Wynette,Catahoula Leopard Dog/Boxer,Tan,Dog,0.0,Female,Adoptable Dogs,2019-07-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6952,2019-07-19,Litter relinquishment,0,D19071119,981020031334009,Loretta Lynn,Catahoula Leopard Dog/Boxer,Tan,Dog,0.0,Female,Adoptable Dogs,2019-07-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6953,2019-07-19,Litter relinquishment,0,D19071120,981020031357615,Waylon Jennings,Catahoula Leopard Dog/Boxer,Brindle,Dog,0.0,Male,Adoptable Dogs,2019-07-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6954,2019-07-19,Litter relinquishment,0,D19071121,981020031381272,Merle Haggard,Catahoula Leopard Dog/Boxer,Brindle,Dog,0.0,Male,Adoptable Dogs,2019-07-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6955,2019-07-19,Stray,0,C19071118,981020031258254,Delphinia,Domestic Short Hair,Grey,Cat,0.0,Female,Adoptable Cat Kennels,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6956,2019-07-20,Allergies,0,C19071122,0A13072E2F,Lambeau,Domestic Short Hair,Grey and White,Cat,7.4,Male,Adoptable Cat Big Colony,2019-08-13,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6957,2019-07-20,Allergies,0,C19071123,0A1276586D,Chevy,Domestic Short Hair,Torbie,Cat,8.7,Female,Adoptable Cat Big Colony,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6958,2019-07-20,Allergies,0,C19071124,981020031382280,Sunshine,Domestic Short Hair,Orange,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-07-24,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6959,2019-07-20,Unable to Afford,0,C19071125,0A32339431,Rowan,Domestic Short Hair,Brown and Black,Cat,0.0,Male,Cat room C,2019-08-16,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6960,2019-07-20,Unable to Afford,0,C19071126,0A13485774,Tilia,Domestic Short Hair,Grey,Cat,0.0,Female,Cat room C,2019-08-16,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6961,2019-07-20,Stray,0,C19071119,981020031293492,Zinger,Domestic Short Hair,Orange,Cat,0.0,Male,Adoptable Cat Kennels,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6962,2019-07-20,Sick/Injured,0,C19071120,0A58160262,Spitfire,Domestic Short Hair,Black,Cat,0.0,Female,Cat room B,2019-07-26,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6963,2019-07-20,Police Assist,0,D19071122,0A39251895,Solo,Bully Breed Mix,Liver and White,Dog,3.0,Male,Canine intake room,2019-07-21,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
6964,2019-07-21,Stray,0,D19071123,0A36785139,Shona,Husky,Siver and Black,Dog,3.0,Female,Dog room B,2019-07-21,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
6965,2019-07-22,Stray,0,C19071127,981020031276512,Tank,Domestic Short Hair,Orange,Cat,0.0,Male,Adoptable Cat Glass Colony,2019-08-13,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6966,2019-07-22,Stray,0,C19071128,981020031386790,Mason,Domestic Short Hair,"Brown, Black and White",Cat,0.0,Male,Adoptable Cat Glass Colony,2019-08-13,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6967,2019-07-22,Stray,0,C19071129,981020031364333,Ma,Domestic Medium Hair,Tortie,Cat,1.2,Female,Adoptable Cat Kennels,2019-08-05,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6968,2019-07-22,Stray,0,C19071130,981020031369244,Bert,Domestic Short Hair,"Brown, Black and White",Cat,0.0,Male,Adoptable Cat Middle Colony,2019-08-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6969,2019-07-22,Stray,0,C19071131,981020031377061,Ernie,Domestic Short Hair,Grey and White,Cat,0.0,Male,Adoptable Cat Middle Colony,2019-08-12,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6970,2019-07-22,Stray,0,D19071132,981020031269986,Trudie,Hound/Mix,Red,Dog,0.5,Female,Adoptable Dogs,2019-08-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6971,2019-07-22,Litter relinquishment,0,C19071132,0A09224577,Petunia,Domestic Short Hair,Grey,Cat,2.2,Female,Cat room B,2019-07-26,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6972,2019-07-22,Litter relinquishment,0,C19071133,981020033130957,Disa,Domestic Short Hair,Dilute tortoiseshell,Cat,0.0,Female,Cat room B,2019-07-26,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6973,2019-07-22,Litter relinquishment,0,C19071134,981020033137133,Murium,Domestic Short Hair,Dilute tortoiseshell,Cat,0.0,Female,Cat room B,2019-07-26,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6974,2019-07-22,Litter relinquishment,0,C19071135,981020031829486,Geoffrey,Domestic Short Hair,Grey,Cat,0.0,Male,Cat room B,2019-07-26,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6975,2019-07-22,Litter relinquishment,0,C19071136,981020031384777,Dorie,Domestic Short Hair,Dilute tortoiseshell,Cat,0.8,Female,Adoptable Cat Big Colony,2019-08-08,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6976,2019-07-22,Police Assist,0,D19071124,981020031360039,Hound Dogg,Bully Breed Mix,Brown and White,Dog,1.0,Male,Dog room C,2019-07-25,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
6977,2019-07-23,Stray,0,C19071138,981020031377127,Baby,Manx,Black and White,Cat,2.0,Female,Cat obs,2019-08-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6978,2019-07-23,Rabies Monitoring,0,D1907051,0A21781523,Eli,Bully Breed Mix,White and Black,Dog,3.0,Male,Dog room Isolation,2019-08-03,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
6979,2019-07-23,Unable to Afford,0,C19071139,981020031390560,Newt A,Domestic Short Hair,Torbie,Cat,5.1,Female,Adoptable Cat Big Colony,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6980,2019-07-23,Unable to Afford,0,C19071140,981020031256974,Ripley,Domestic Short Hair,Torbie,Cat,5.1,Female,Adoptable Cat Glass Colony,2019-08-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6981,2019-07-23,Stray,0,C19071141,981020031850238,Andy,Domestic Short Hair,Orange and White,Cat,0.0,Male,Adoptable window colony,2019-07-26,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6982,2019-07-23,Litter relinquishment,0,C19071142,981020031365310,Pam,Domestic Long Hair,Black,Cat,0.0,Female,Adoptable Cat Big Colony,2019-08-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6983,2019-07-23,Litter relinquishment,0,C19071143,981020031355713,Dwight,Domestic Short Hair,Black,Cat,0.0,Male,Adoptable Cat Big Colony,2019-08-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6984,2019-07-23,Litter relinquishment,0,C19071144,981020031310265,Kelly,Domestic Long Hair,Black,Cat,0.0,Female,Adoptable Cat Big Colony,2019-08-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6985,2019-07-23,Litter relinquishment,0,C19071145,981020031387314,Jim,Domestic Medium Hair,Black,Cat,0.0,Male,Adoptable Cat Big Colony,2019-08-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6986,2019-07-23,Unable to Afford,0,C19071148,981020031239797,Blandford,Domestic Short Hair,Orange and White,Cat,0.0,Male,Adoptable Cat Kennels,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6987,2019-07-23,Unsuitable Accommodation,0,C19071149,981020033147330,Ridge,Domestic Medium Hair,Black and White,Cat,1.0,Female,Adoptable Cat Big Colony,2019-07-23,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6988,2019-07-23,Unsuitable Accommodation,0,C19071150,981020031855508,Foster,Domestic Short Hair,Brown and Black,Cat,1.1,Female,Adoptable Cat Big Colony,2019-07-23,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6989,2019-07-23,Unsuitable Accommodation,0,C19071151,981020033139309,Runner,Domestic Short Hair,Tabbico,Cat,1.0,Female,Adoptable Cat Big Colony,2019-07-23,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6990,2019-07-23,Stray,0,C19071152,982126055706246,Rose,Domestic Short Hair,Dilute tortoiseshell,Cat,0.6,Female,Adoptable Cat Glass Colony,2019-08-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6991,2019-07-23,Stray,0,C19071153,981020031363133,Pepper,Domestic Short Hair,Tortie,Cat,1.5,Female,Cat room A,2019-07-24,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
6992,2019-07-23,Unsuitable Accommodation,0,C19071154,981020031841680,Mr. Orange and White,Domestic Short Hair,Orange and White,Cat,0.0,Male,Office,2019-07-23,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6993,2019-07-23,Unsuitable Accommodation,0,C19071155,981020031847799,Mr. Black and White,Domestic Short Hair,Black and White,Cat,0.0,Male,Office,2019-07-23,Foster,0.0,Stray,Court Order/ Legal,0,0,0
6994,2019-07-23,Stray,0,C19071156,911002001284444,Oliver,Domestic Short Hair,Grey and White,Cat,17.0,Male,Feline intake room,2019-07-23,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
6995,2019-07-23,Litter relinquishment,0,D19071156,981020031362550,Doodle,Fox Terrier/Heeler,Blue,Dog,0.0,Male,Adoptable Dogs,2019-07-31,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6996,2019-07-23,Litter relinquishment,0,D19071157,981020031387620,Bandit,Fox Terrier/Heeler,Red merle,Dog,0.0,Male,Adoptable Dogs,2019-08-01,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6997,2019-07-23,Litter relinquishment,0,D19071158,981020031389209,Yankee,Fox Terrier/Heeler,Blue,Dog,0.0,Male,Adoptable Dogs,2019-07-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6998,2019-07-23,Litter relinquishment,0,D19071160,981020031377274,Snickers,Fox Terrier,Black and White,Dog,1.2,Female,Adoptable Dogs,2019-07-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
6999,2019-07-24,Unsuitable Accommodation,0,C19071161,0A95546979,Tippy Hedron,Domestic Short Hair,Tortie,Cat,0.0,Female,Cat room A,2019-07-25,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
7000,2019-07-24,Unsuitable Accommodation,0,C19071162,0A25436392,Mansome,Domestic Short Hair,Black,Cat,0.0,Male,Cat room A,2019-07-25,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
7001,2019-07-24,Stray,0,D19071161,981020031379487,Douglas,Shep Mix/Basset Hound,Brown,Dog,0.0,Male,Adoptable Dogs,2019-07-31,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7002,2019-07-24,Abandoned,0,L19071139,0A44697523,Jack,Chicken,Black,Livestock,1.0,Male,MCHA-offices shelter cat,2019-07-25,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7003,2019-07-25,Stray,0,C19071163,981020031378896,Buffett,Domestic Short Hair,Buff,Cat,3.1,Male,Adoptable Cat Kennels,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7004,2019-07-25,Landlord issues,0,H19071163,0A87582234,Bun Bun,American,White and Black,House Rabbit,1.0,Male,Small Animal room,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7005,2019-07-25,Stray,0,C19071168,981020031845716,Tabby Pants,Domestic Short Hair,"Brown, Black and White",Cat,0.0,Female,Adoptable Cat Glass Colony,2019-08-11,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7006,2019-07-25,Moving,0,H19071168,0A58427899,Peanut,Dutch,Tan and White,House Rabbit,1.2,Female,Small Animal room,2019-08-23,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7007,2019-07-25,Litter relinquishment,0,C19071169,981020033146255,Yoko,Domestic Short Hair,Black and Brown,Cat,1.6,Female,Cat obs,2019-08-27,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7008,2019-07-25,Litter relinquishment,0,C19071170,981020031850747,George,Domestic Short Hair,Black and Brown,Cat,0.0,Male,Veterinary office,2019-08-16,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7009,2019-07-25,Litter relinquishment,0,C19071171,981020033128741,Linda,Domestic Long Hair,White and Tabby,Cat,0.0,Female,Veterinary office,2019-08-16,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7010,2019-07-25,Litter relinquishment,0,C19071172,981020031287028,Paul,Domestic Short Hair,Black and Brown,Cat,0.0,Male,Veterinary office,2019-08-16,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7011,2019-07-25,Litter relinquishment,0,C19071173,981020033128143,Ringo,Domestic Short Hair,Black and Brown,Cat,0.0,Male,Veterinary office,2019-08-16,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7012,2019-07-25,Transfer from Other Shelter,0,D1907005,982126055779196,Italy,Mix,Brindle,Dog,1.1,Female,Adoptable Dogs,2019-07-30,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7013,2019-07-25,Transfer from Other Shelter,0,D1907006,982126055702853,Lady Bird,Mix,Brindle,Dog,2.1,Female,Adoptable Dogs,2019-07-28,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7014,2019-07-25,Stray,0,C19071174,0A40035868,Doreen,Domestic Short Hair,Grey and White,Cat,0.0,Female,Cat obs,2019-08-11,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7015,2019-07-25,Transfer from Other Shelter,0,D1907007,982126055777015,Trixie,Mix,White and Brown,Dog,3.2,Female,Dog room B,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7016,2019-07-25,Stray,0,C19071175,0A21787157,Babe Ruth,Domestic Long Hair,Black,Cat,4.1,Male,Cat room B,2019-08-10,Foster,0.0,Stray,Court Order/ Legal,0,0,0
7017,2019-07-26,Stray,0,C19071176,0A15564933,Tana,Domestic Short Hair,Calico,Cat,2.0,Female,Feline intake room,2019-07-31,Transfer,0.0,Stray,Court Order/ Legal,0,0,0
7018,2019-07-26,Stray,0,D19071177,981020031380518,Jax,Bully Breed Mix,Brindle,Dog,1.0,Male,Dog room C,2019-07-29,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7019,2019-07-26,Moving,0,H19071174,0A11273744,June Bug,Lionhead,Blue,House Rabbit,0.0,Female,Lobby,2019-08-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7020,2019-07-26,Stray,0,D19071178,985121013228993,Scrappy,Shih Tzu,Black and White,Dog,10.3,Male,Dog room A,2019-07-30,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
7021,2019-07-26,Moving,0,C19071177,981020031300646,Gypsy,Snowshoe,White and Brown,Cat,1.0,Female,Adoptable window colony,2019-08-02,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7022,2019-07-27,Abandoned,0,C19071184,981020031309606,Sgt. Tibbs,Domestic Short Hair,Black and Brown,Cat,0.0,Female,Adoptable Cat Small Colony,2019-08-17,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7023,2019-07-27,Abandoned,0,C19071185,981020031326283,Pongo,Domestic Short Hair,Black and Brown,Cat,0.0,Male,Adoptable Cat Small Colony,2019-08-13,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7024,2019-07-27,Abandoned,0,C19071187,981020031374721,Perdita,Domestic Short Hair,Black,Cat,0.0,Female,Adoptable Cat Small Colony,2019-08-09,Adoption,0.0,Stray,Court Order/ Legal,0,0,0
7025,2019-07-28,Stray,0,D19071189,981020017366873,Jackson,Black Labrador Retriever,Black,Dog,6.0,Male,Canine intake room,2019-07-28,Reclaimed,0.0,Stray,Court Order/ Legal,0,0,0
